verdict	reason	why	seed_id	seed_title	seed_date	seed_cat	seed_blurb	dump_id	dump_title	dump_date	dump_cat	dump_notability
keep-both	distinct event at the same entity	title	seed:morocco-1957-08-14	Morocco	1957-08-14	event	The Sherifian Empire is renamed the Kingdom of Morocco.	Q1028	Morocco	1956-04-07	founding	1
keep-both	distinct event at the same entity	title	seed:mozambique-1973-01-01	Mozambique	1973-01-01	event	Portugal reorganizes the Overseas Province of Mozambique as the State of Mozambique.	Q1029	Mozambique	1975-06-25	founding	1
keep-both	distinct event at the same entity	title	seed:naypyidaw-2005-11-06	Naypyidaw	2005-11-06	event	Myanmar moves its capital from Yangon to Naypyidaw.	Q37400	Naypyidaw	2005-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:nazi-germany-1933-03-23	Nazi Germany	1933-03-23	event	Nazi Germany supersedes the Weimar Republic.	Q7318	Nazi Germany	1933-03-15	founding	1
keep-both	distinct event at the same entity	title	seed:nazi-germany-1934-06-30	Nazi Germany	1934-06-30	event	Night of the Long Knives, purge that took place in Nazi Germany from 30 June to 2 July 1934.	Q7318	Nazi Germany	1933-03-15	founding	1
keep-both	distinct event at the same entity	title	seed:new-hebrides-1906-01-01	New Hebrides	1906-01-01	event	The United Kingdom and France jointly administer the New Hebrides. Port Vila is the capital.	Q752431	New Hebrides	1907-12-02	founding	0.32
keep-both	distinct event at the same entity	title	seed:new-zealand-1987-01-01	New Zealand	1987-01-01	event	New Zealand becomes a fully sovereign state with the promulgation of the Constitution Act, eliminating all remaining pow	Q664	New Zealand	1986-12-13	founding	1
keep-both	distinct event at the same entity	title	seed:niger-1958-12-19	Niger	1958-12-19	event	The French colony of Niger joins the French Community.	Q1032	Niger	1960-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:nigeria-1960-10-01	Nigeria	1960-10-01	founding	The Federation of Nigeria achieves independence from the United Kingdom as a Commonwealth realm. Lagos continues to serv	Q1033	Nigeria	1963-10-01	founding	1
keep-both	distinct event at the same entity	title	seed:nigeria-1966-05-24	Nigeria	1966-05-24	event	The Federal Republic of Nigeria changes its name to the Republic of Nigeria.	Q1033	Nigeria	1963-10-01	founding	1
keep-both	distinct event at the same entity	title	seed:nigeria-1966-08-31	Nigeria	1966-08-31	event	The Republic of Nigeria changes its name back to the Federal Republic of Nigeria.	Q1033	Nigeria	1963-10-01	founding	1
keep-both	distinct event at the same entity	title	seed:north-german-confederation-1867-01-01	North German Confederation	1867-01-01	founding	The North German Confederation supersedes the German Confederation. Berlin remains the capital.	Q150981	North German Confederation	1867-07-01	founding	0.62
keep-both	distinct event at the same entity	title	seed:north-korea-1948-12-25	North Korea	1948-12-25	event	The Soviet Union completely withdraws its forces from North Korea, ending a three-year-long occupation.	Q423	North Korea	1948-09-09	founding	1
keep-both	distinct event at the same entity	title	seed:northern-ireland-1922-12-08	Northern Ireland	1922-12-08	event	Northern Ireland secedes from the Irish Free State to again form a constituent country of the United Kingdom.	Q26	Northern Ireland	1921-05-08	founding	1
keep-both	distinct event at the same entity	title	seed:norway-1905-06-07	Norway	1905-06-07	founding	The Kingdom of Norway declares its independence from the United Kingdoms of Sweden and Norway through dissolution of the	Q20	Norway	1905-10-26	founding	1
keep-both	distinct event at the same entity	title	seed:oman-1970-08-09	Oman	1970-08-09	event	The Sultanate of Muscat and Oman changes its name to the Sultanate of Oman.	Q842	Oman	1970-07-23	founding	1
keep-both	distinct event at the same entity	title	seed:orange-river-colony-1902-05-31	Orange River Colony	1902-05-31	event	The United Kingdom creates the Orange River Colony from the Orange Free State and the Transvaal Colony from the South Af	Q1142179	Orange River Colony	1902-01-01	founding	0.31
keep-both	distinct event at the same entity	title	seed:oriental-state-of-uruguay-1828-08-27	Oriental State of Uruguay	1828-08-27	founding	The Banda Oriental gains independence from the United Provinces of the Rio de la Plata as the Government and Provisional	Q8842946	Oriental State of Uruguay	1830-06-28	founding	0.05
keep-both	title collision with a same-named settlement	title	seed:ottawa-1866-01-01	Ottawa	1866-01-01	event	The United Kingdom moves the capital of the Crown Colony of the United Province of Canada from the city of Quebec to Ott	Q1913965	Ottawa	1865-01-01	founding	0.47
keep-both	title collision with a same-named settlement	title	seed:panama-1903-11-03	Panama	1903-11-03	founding	The Republic of Panama secedes from the Republic of Colombia. Panama City is the capital.	Q2669067	Panama	1906-01-01	founding	0.26
keep-both	Hay-Bunau-Varilla Treaty vs the Zone itself (14 days apart)	title	seed:panama-canal-zone-1903-11-18	Panama Canal Zone	1903-11-18	treaty	The new Republic of Panama grants the United States of America control of the Panama Canal Zone. Balboa is the administr	Q498979	Panama Canal Zone	1903-12-02	event	0.39
keep-both	distinct event at the same entity	title	seed:panama-canal-zone-1904-05-04	Panama Canal Zone	1904-05-04	event	The United States of America annexes the Panama Canal Zone.	Q498979	Panama Canal Zone	1903-12-02	event	0.39
keep-both	distinct event at the same entity	title	seed:peru-bolivian-confederation-1839-01-20	Peru-Bolivian Confederation	1839-01-20	conflict	Chile and Peruvian dissidents win decisively the Battle of Yungay against the Peru-Bolivian Confederation, starting the 	Q899706	Peru–Bolivian Confederation	1836-01-01	founding	0.33
keep-both	title collision with a same-named settlement	title	seed:poland-1792-01-01	Poland	1792-01-01	conflict	Polish-Russian War of 1792.	Q1572109	Poland	1795-01-01	founding	0.25
keep-both	distinct event at the same entity	title	seed:polish-lithuanian-commonwealth-1569-01-01	Polish-Lithuanian Commonwealth	1569-01-01	founding	The Polish-Lithuanian Commonwealth is created with the Union of Lublin, which lasts until 1795.	Q172107	Polish–Lithuanian Commonwealth	1569-06-11	founding	1
keep-both	distinct event at the same entity	title	seed:queensland-1862-04-12	Queensland	1862-04-12	event	The British colony of Queensland's western border is shifted from 141 degrees east to 138 degrees east.	Q36074	Queensland	1859-01-01	founding	1
keep-both	its fall, one day after its founding (1 days apart)	title	seed:republic-of-benin-1967-09-20	Republic of Benin	1967-09-20	conflict	The Republic of Benin is taken over by Nigeria.	Q1108659	Republic of Benin	1967-09-19	founding	0.25
keep-both	distinct event at the same entity	title	seed:republic-of-maryland-1857-01-01	Republic of Maryland	1857-01-01	event	The Republic of Maryland is annexed by Liberia.	Q544630	Republic of Maryland	1854-05-29	founding	0.22
keep-both	distinct event at the same entity	title	seed:republic-of-new-granada-1831-10-20	Republic of New Granada	1831-10-20	event	The Republic of New Granada supersedes Gran Colombia.	Q630882	Republic of New Granada	1831-04-28	founding	0.33
keep-both	distinct event at the same entity	title	seed:republika-srpska-1992-08-12	Republika Srpska	1992-08-12	event	The Serbian Republic of Bosnia and Herzegovina changes its name to Republika Srpska.	Q11196	Republika Srpska	1992-01-09	founding	1
keep-both	distinct event at the same entity	title	seed:rochester-1852-07-05	Rochester	1852-07-05	event	1852: Frederick Douglass delivers his speech The Meaning of July Fourth for the Negro in Rochester, New York.	Q486479	Rochester	1854-01-01	founding	0.72
keep-both	distinct event at the same entity	title	seed:rome-1871-01-01	Rome	1871-01-01	event	Rome replaces Florence as the capital of Italy.	Q6586	Rome	1870-01-01	founding	0.5
keep-both	distinct event at the same entity	title	seed:ruanda-urundi-1919-05-30	Ruanda-Urundi	1919-05-30	treaty	Ruanda and Urundi (minus Kisaka district) are assigned to Belgium as a mandate.	Q590743	Ruanda-Urundi	1922-07-22	founding	0.48
keep-both	distinct event at the same entity	title	seed:russian-republic-1917-09-14	Russian Republic	1917-09-14	event	The Russian Republic supersedes the Provisional Government of Russia.	Q139319	Russian Republic	1917-09-01	founding	0.58
keep-both	distinct event at the same entity	title	seed:saint-petersburg-1703-01-01	Saint Petersburg	1703-01-01	founding	Saint Petersburg is founded by Peter the Great; it is the Russian capital until 1918.	Q656	Saint Petersburg	1703-05-27	founding	1
keep-both	distinct event at the same entity	title	seed:second-mexican-empire-1861-01-01	Second Mexican Empire	1861-01-01	founding	French intervention in Mexico and the creation of the Second Mexican Empire, ruled by Maximilian I of Mexico and his con	Q371334	Second Mexican Empire	1864-01-01	founding	0.42
keep-both	dump row is a modern hamlet, not the medieval republic	title	seed:senarica-1343-01-01	Senarica	1343-01-01	founding	The Republic of Senarica is established as an independent microstate in the village of Senarica, Italy.	Q1026065	Senarica	1343-01-01	founding	0.18
keep-both	distinct event at the same entity	title	seed:serbia-and-montenegro-2003-02-04	Serbia and Montenegro	2003-02-04	event	The Federal Republic of Yugoslavia changes its name to the State Union of Serbia and Montenegro.	Q37024	Serbia and Montenegro	2003-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:sicily-1943-07-09	Sicily	1943-07-09	conflict	The Allies begin the invasion of Sicily.	Q1460	Sicily	1946-05-15	founding	1
keep-both	distinct event at the same entity	title	seed:sikkim-1974-09-05	Sikkim	1974-09-05	event	The Parliament of India passes a constitutional amendment incorporating the Kingdom of Sikkim as an associate state.	Q1505	Sikkim	1975-05-16	founding	1
keep-both	distinct event at the same entity	title	seed:singapore-1963-08-31	Singapore	1963-08-31	founding	The State of Singapore declares de facto independence from the United Kingdom.	Q334	Singapore	1965-08-09	founding	1
keep-both	distinct event at the same entity	title	seed:slovenia-1990-03-08	Slovenia	1990-03-08	event	The Socialist Republic of Slovenia changes its name to the Republic of Slovenia.	Q215	Slovenia	1991-06-25	founding	1
keep-both	distinct event at the same entity	title	seed:solomon-islands-1975-06-22	Solomon Islands	1975-06-22	event	The United Kingdom changes the name of the British Solomon Islands Protectorate to Solomon Islands.	Q685	Solomon Islands	1978-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:south-kalimantan-1947-01-08	South Kalimantan	1947-01-08	founding	In the Dutch East Indies, the autonomous state of the Federation of South Kalimantan is established.	Q3906	South Kalimantan	1950-08-14	founding	0.77
keep-both	distinct event at the same entity	title	seed:south-kasai-1961-12-30	South Kasai	1961-12-30	conflict	South Kasai is taken back by Congo (Leopoldville).	Q639073	South Kasai	1960-01-01	founding	0.29
keep-both	distinct event at the same entity	title	seed:south-seas-mandate-1919-05-07	South Seas Mandate	1919-05-07	treaty	The German Northern Pacific Islands are assigned to Japan as the South Seas Mandate.	Q718763	South Seas Mandate	1919-01-01	founding	0.34
keep-both	distinct event at the same entity	title	seed:south-sumatra-1948-08-30	South Sumatra	1948-08-30	founding	In the Dutch East Indies, the State of South Sumatra is established.	Q2271	South Sumatra	1950-09-12	founding	0.78
keep-both	distinct event at the same entity	title	seed:south-yemen-1967-11-07	South Yemen	1967-11-07	founding	South Yemen declares its independence from the United Kingdom as the People's Republic of South Yemen. Aden is the capit	Q199841	South Yemen	1967-11-30	founding	0.69
keep-both	distinct event at the same entity	title	seed:south-yemen-1970-11-30	South Yemen	1970-11-30	event	The People's Republic of South Yemen changes its name to the People's Democratic Republic of Yemen.	Q199841	South Yemen	1967-11-30	founding	0.69
keep-both	distinct event at the same entity	title	seed:taipei-1967-01-01	Taipei	1967-01-01	event	Taipei becomes a special municipality separate from Taiwan Province, thus becoming the de jure capital of the Republic o	Q1867	Taipei	1967-07-01	founding	1
keep-both	distinct event at the same entity	title	seed:tajikistan-1991-08-31	Tajikistan	1991-08-31	event	The Tajik Soviet Socialist Republic changes its name to the Republic of Tajikistan.	Q863	Tajikistan	1991-09-09	founding	1
keep-both	distinct event at the same entity	title	seed:tanganyika-1962-12-09	Tanganyika	1962-12-09	event	Tanganyika is renamed the Republic of Tanganyika and severs all ties to the British monarchy as a Commonwealth realm, bu	Q431731	Tanganyika	1961-12-09	founding	0.68
keep-both	distinct event at the same entity	title	seed:tanzania-1964-11-01	Tanzania	1964-11-01	event	The United Republic of Tanganyika and Zanzibar changes its name to the United Republic of Tanzania, which becomes a memb	Q924	Tanzania	1964-04-26	founding	1
keep-both	distinct event at the same entity	title	seed:tasmania-1828-01-01	Tasmania	1828-01-01	conflict	Black War in Tasmania leads to the near extinction of the Tasmanian aborigines, from 1828 to 1832.	Q34366	Tasmania	1825-12-03	founding	1
keep-both	distinct event at the same entity	title	seed:thailand-1767-01-01	Thailand	1767-01-01	conflict	Taksin expels Burmese invaders and reunites Thailand under an authoritarian regime.	Q869	Thailand	1768-12-28	founding	1
keep-both	distinct event at the same entity	title	seed:tibet-1913-02-13	Tibet	1913-02-13	founding	Tibet declares independence from the Republic of China.	Q2444884	Tibet	1912-01-01	founding	0.4
keep-both	distinct event at the same entity	title	seed:togo-1958-01-01	Togo	1958-01-01	event	The French-administered United Nations Trust Territory of French Togoland is renamed Togo.	Q945	Togo	1960-04-27	founding	1
keep-both	title collision with a same-named settlement	title	seed:trenton-1784-11-01	Trenton	1784-11-01	event	The United States of America moves its temporary capital from Annapolis to Trenton.	Q2739754	Trenton	1784-01-01	founding	0.16
keep-both	title collision with a same-named settlement	title	seed:trinidad-1802-01-01	Trinidad	1802-01-01	event	Trinidad formally becomes a colony of the United Kingdom.	Q862508	Trinidad	1805-01-01	founding	0.41
keep-both	distinct event at the same entity	title	seed:tunisia-1957-07-25	Tunisia	1957-07-25	event	The Kingdom of Tunisia is renamed the Republic of Tunisia.	Q948	Tunisia	1956-03-20	founding	1
keep-both	distinct event at the same entity	title	seed:tuva-1944-10-11	Tuva	1944-10-11	event	The Soviet Union annexes the Tuvan People's Republic.	Q960	Tuva	1944-10-13	founding	1
keep-both	distinct event at the same entity	title	seed:ukraine-1991-12-02	Ukraine	1991-12-02	event	The Russian SFSR recognizes the independence of Ukraine the day after it is affirmed by a referendum.	Q212	Ukraine	1991-08-24	founding	1
keep-both	distinct event at the same entity	title	seed:united-states-1776-01-01	United States	1776-01-01	founding	The United States Declaration of Independence is adopted by the Second Continental Congress in Philadelphia.	Q30	United States	1776-07-04	founding	1
keep-both	distinct event at the same entity	title	seed:united-states-of-colombia-1863-05-08	United States of Colombia	1863-05-08	event	The Granadine Confederation becomes the United States of Colombia.	Q1061488	United States of Colombia	1863-01-01	founding	0.29
keep-both	distinct event at the same entity	title	seed:united-states-of-the-ionian-islands-1815-06-09	United States of the Ionian Islands	1815-06-09	founding	At the Congress of Vienna, the United States of the Ionian Islands is formed as a British protectorate.	Q1063498	United States of the Ionian Islands	1815-11-09	founding	0.37
keep-both	distinct event at the same entity	title	seed:vichy-france-1940-06-22	Vichy France	1940-06-22	event	The French Republic is renamed the French State (Vichy France).	Q69808	Vichy France	1940-07-10	founding	0.88
keep-both	title collision with a same-named settlement	title	seed:waterloo-1815-01-01	Waterloo	1815-01-01	conflict	Napoleon escaped exile and began the Hundred Days before finally being defeated at the Battle of Waterloo and exiled to 	Q535870	Waterloo	1818-01-01	founding	0.37
keep-both	distinct event at the same entity	title	seed:west-java-1948-02-26	West Java	1948-02-26	founding	In the Dutch East Indies, the State of West Java is created.	Q3724	West Java	1945-08-19	founding	0.93
keep-both	distinct event at the same entity	title	seed:world-s-columbian-exposition-1892-01-01	World's Columbian Exposition	1892-01-01	event	1892: The World's Columbian Exposition was held in Chicago celebrating the 400th anniversary of Christopher Columbus's a	Q285406	World's Columbian Exposition	1893-01-01	event	0.35
keep-both	SEED DATA ERROR: blurb is the Mayflower sailing from Plymouth ENGLAND but coords are Massachusetts	date+geo	seed:plymouth-colony-1620-01-01	Plymouth Colony	1620-01-01	founding	The Mayflower sets sail from Plymouth, England to what became the Plymouth Colony in New England.	Q326295	Plymouth	1620-01-01	founding	0.65
keep-both	dump row is the WRECK (category discovery), not the sinking	date+geo	seed:rms-titanic-1912-04-15	RMS Titanic	1912-04-15	event	RMS Titanic sinks in the North Atlantic on 15 April 1912. The largest ocean liner in service at the time, she was four d	Q3018259	wreck of the RMS Titanic	1912-04-15	discovery	0.22
keep-both	matched Saint-Martin, the wrong island	date+geo	seed:saint-barthelemy-2007-02-21	Saint Barthelemy	2007-02-21	event	France detaches the overseas collectivity of Saint Barthelemy from Guadeloupe. Gustavia becomes the capital.	Q126125	Saint-Martin	2007-02-21	founding	1
keep-both	title collision with a same-named settlement	date+geo	seed:saybrook-colony-1635-01-01	Saybrook Colony	1635-01-01	founding	The Saybrook Colony is founded in what is now the U.S. state of Connecticut. Old Saybrook is the capital.	Q1020609	Old Saybrook	1635-01-01	founding	0.34
keep-both	"secession vs ""Georgia in the American Civil War"" - distinct"	date+geo	seed:state-of-georgia-1861-01-19	State of Georgia	1861-01-19	founding	The State of Georgia secedes from the United States of America, as the independent State of Georgia.	Q7314469	Georgia in the American Civil War	1861-01-19	conflict	0.08
keep-both	dump row is a locomotive, not the railway opening	date+geo	seed:stockton-and-darlington-railway-1825-01-01	Stockton and Darlington Railway	1825-01-01	founding	The Stockton and Darlington Railway, the first public railway in the world, is opened.	Q738131	Stockton and Darlington Railway No. 1 “Locomotion”	1825-01-01	discovery	0.16
keep-both	revolution vs founding of the republic - distinct records	date+geo	seed:zanzibar-and-pemba-1964-01-12	Zanzibar and Pemba	1964-01-12	founding	The People's Republic of Zanzibar and Pemba is established after a revolution overthrows the Sultanate of Zanzibar.	Q75844	Zanzibar Revolution	1964-01-12	conflict	0.37
keep-both	distinct event at the same entity	tokens	seed:appomattox-court-house-1865-01-01	Appomattox Court House	1865-01-01	event	Robert E. Lee surrendered at Appomattox Courthouse, Virginia; five days later Lincoln was assassinated by actor and Conf	Q1355391	Battle of Appomattox Court House	1865-04-09	conflict	0.26
keep-both	distinct event at the same entity	tokens	seed:bosnia-and-herzegovina-1992-03-03	Bosnia and Herzegovina	1992-03-03	founding	Following an independence referendum, the Socialist Republic of Bosnia and Herzegovina secedes from the Socialist Federa	Q1274468	Republic of Bosnia and Herzegovina	1992-04-09	founding	0.43
keep-both	start of the Bosnian War, not the republic (3 days apart)	tokens	seed:bosnia-and-herzegovina-1992-04-06	Bosnia and Herzegovina	1992-04-06	conflict	Bosnian War, international armed conflict that took place in Bosnia and Herzegovina between 1992 and 1995.	Q1274468	Republic of Bosnia and Herzegovina	1992-04-09	founding	0.43
keep-both	distinct event at the same entity	tokens	seed:bosnia-and-herzegovina-1992-04-08	Bosnia and Herzegovina	1992-04-08	event	The Socialist Republic of Bosnia and Herzegovina changes its name to the Republic of Bosnia and Herzegovina.	Q1274468	Republic of Bosnia and Herzegovina	1992-04-09	founding	0.43
keep-both	distinct event at the same entity	tokens	seed:bosworth-field-1485-01-01	Bosworth Field	1485-01-01	conflict	Henry VII defeats Richard III at the Battle of Bosworth and becomes King of England.	Q222013	Battle of Bosworth Field	1485-08-22	conflict	0.46
keep-both	distinct event at the same entity	tokens	seed:dadra-and-nagar-haveli-1961-01-01	Dadra and Nagar Haveli	1961-01-01	event	The Free Dadra and Nagar Haveli joins India, as Portugal ceases to claim it.	Q46107	Dadra and Nagar Haveli district	1961-08-11	founding	0.95
keep-both	distinct event at the same entity	tokens	seed:east-timor-1975-12-08	East Timor	1975-12-08	event	Portugal completely withdraws its forces from East Timor.	Q114415093	Democratic Republic of East Timor	1975-11-28	founding	0.06
keep-both	distinct event at the same entity	tokens	seed:exposition-universelle-1900-04-14	Exposition Universelle	1900-04-14	event	1900: Exposition Universelle held in Paris, prominently featuring the growing art trend Art Nouveau.	Q753646	Exposition Universelle of 1900	1900-01-01	event	0.38
keep-both	distinct event at the same entity	tokens	seed:gaza-strip-2023-10-27	Gaza Strip	2023-10-27	conflict	Israel launches a counter-invasion of the Gaza Strip.	Q124618378	bombing of the Gaza Strip	2023-10-07	conflict	0.07
keep-both	dump row is the constitutional document, n=0.1 (1 days apart)	tokens	seed:german-confederation-1815-06-09	German Confederation	1815-06-09	founding	At the Congress of Vienna, the German Confederation is established. Frankfurt is the capital.	Q896505	German Confederation Constitution	1815-06-08	treaty	0.1
keep-both	distinct event at the same entity	tokens	seed:hampton-roads-1862-01-01	Hampton Roads	1862-01-01	conflict	First meeting in combat of ironclad warships, USS Monitor and CSS Virginia, during the American Civil War.	Q868481	Battle of Hampton Roads	1862-03-08	conflict	0.28
keep-both	distinct event at the same entity	tokens	seed:hong-kong-1941-12-25	Hong Kong	1941-12-25	conflict	The Japanese occupy British Hong Kong as the Hong Kong Occupied Territory.	Q697059	Battle of Hong Kong	1941-12-08	conflict	0.3
keep-both	distinct event at the same entity	tokens	seed:karelo-finnish-ssr-1940-03-12	Karelo-Finnish SSR	1940-03-12	treaty	The Winter War ends with the Moscow Peace Treaty redrawing the Soviet-Finnish border. The Karelo-Finnish Soviet Socialis	Q186888	Karelo-Finnish Soviet Socialist Republic	1940-03-31	founding	0.57
keep-both	distinct event at the same entity	tokens	seed:mongol-united-autonomous-government-1937-11-22	Mongol United Autonomous Government	1937-11-22	event	The Mongol Military Government is renamed the Mongol United Autonomous Government.	Q10955123	South Chahar Autonomous Government	1937-09-04	founding	0.1
keep-both	distinct event at the same entity	tokens	seed:mount-tambora-1815-04-01	Mount Tambora	1815-04-01	event	1815: April, Mount Tambora in Sumbawa island erupts, becoming the largest volcanic eruption in recorded history, destroy	Q3591483	1815 eruption of Mount Tambora	1815-01-01	event	0.24
keep-both	Republika Srpska is a different entity from Bosnia (2 days apart)	tokens	seed:serbian-republic-of-bosnia-and-herzegovina-1992-04-07	Serbian Republic of Bosnia and Herzegovina	1992-04-07	founding	The Serbian Republic of Bosnia and Herzegovina declares independence from the Socialist Republic of Bosnia and Herzegovi	Q1274468	Republic of Bosnia and Herzegovina	1992-04-09	founding	0.43
keep-both	distinct event at the same entity	tokens	seed:south-georgia-1982-04-25	South Georgia	1982-04-25	conflict	The United Kingdom reconquers South Georgia from Argentina.	Q4345906	Invasion of South Georgia	1982-04-03	conflict	0.09
keep-both	distinct event at the same entity	tokens	seed:tiananmen-square-1989-06-04	Tiananmen Square	1989-06-04	conflict	The Tiananmen Square protests, demonstrations in and near Tiananmen Square in Beijing led mainly by students and intelle	Q99717	1989 Tiananmen Square protests and massacre	1989-01-01	event	0.89
keep-both	distinct event at the same entity	tokens	seed:wake-island-1941-12-23	Wake Island	1941-12-23	conflict	Wake Island is taken over by Japan from the United States as Otori Jima.	Q1141380	Battle of Wake Island	1941-12-08	conflict	0.28
keep-both	distinct event at the same entity	tokens	seed:wall-street-1929-10-24	Wall Street	1929-10-24	event	The Wall Street Crash of 1929 was a major factor contributing to the Great Depression, a worldwide economic slowdown tha	Q201684	Wall Street crash of 1929	1929-01-01	event	0.66
keep-both	distinct event at the same entity	tokens	seed:western-thrace-1913-08-10	Western Thrace	1913-08-10	treaty	Under the Treaty of Bucharest, Bulgaria gains Western Thrace and the southern portions of what are now Blagoevgrad Provi	Q1852814	Provisional Government of Western Thrace	1913-08-31	founding	0.2
keep-both	distinct event at the same entity	tokens	seed:yijiangshan-islands-1955-01-20	Yijiangshan Islands	1955-01-20	conflict	The People's Republic of China conquers the Yijiangshan Islands from the Republic of China after the Battle of Yijiangsh	Q2890719	Battle of Yijiangshan Islands	1955-01-01	conflict	0.09
