verdict	reason	why	seed_id	seed_title	seed_date	seed_cat	seed_blurb	dump_id	dump_title	dump_date	dump_cat	dump_notability
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:pakistan-1947-08-14	Pakistan	1947-08-14	founding	The Dominion of Pakistan gains independence from the United Kingdom. Karachi is the capital.	Q843	Pakistan	1947-08-14	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:palau-1994-10-01	Palau	1994-10-01	founding	The Republic of Palau gains full independence but enters into free association with the United States. Koror remains the	Q695	Palau	1994-10-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:paris-commune-1871-03-18	Paris Commune	1871-03-18	conflict	1871: The Paris Commune briefly rules the French capital. A barricade in the Paris Commune, 18 March 1871. Around 30,000	Q133132	Paris Commune	1871-03-18	event	0.88
drop-seed	same founding (2 days apart)	title	seed:people-s-republic-of-kampuchea-1979-01-08	People's Republic of Kampuchea	1979-01-08	founding	The People's Republic of Kampuchea is established by the pro-Vietnamese Salvation Front. Phnom Penh remains the capital 	Q867778	People's Republic of Kampuchea	1979-01-10	founding	0.41
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:peru-1821-07-28	Peru	1821-07-28	founding	Peru declares its independence from the Kingdom of Spain. Lima is the capital.	Q419	Peru	1821-07-28	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:qing-dynasty-1636-01-01	Qing dynasty	1636-01-01	founding	Taizong establishes the Qing dynasty in China.	Q8733	Qing dynasty	1636-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:republic-of-benin-1967-09-19	Republic of Benin	1967-09-19	founding	The Republic of Benin becomes a puppet state that has no recognition from the parent state, Biafra.	Q1108659	Republic of Benin	1967-09-19	founding	0.25
drop-seed	declaration and annexation treaty, one episode; dump row n=0.99 (1 days apart)	title	seed:republic-of-crimea-2014-03-17	Republic of Crimea	2014-03-17	founding	The Republic of Crimea declares independence from Ukraine following a disputed referendum. Sevastopol and Simferopol are	Q15966495	Republic of Crimea	2014-03-18	founding	0.99
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:republic-of-serbian-krajina-1991-12-19	Republic of Serbian Krajina	1991-12-19	founding	The Serbian Autonomous Oblast of Krajina declares its independence from Croatia and loyalty to Yugoslavia as the Republi	Q211853	Republic of Serbian Krajina	1991-12-19	founding	0.54
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:rhodesia-1965-11-11	Rhodesia	1965-11-11	founding	The Cabinet of Southern Rhodesia issues its Unilateral Declaration of Independence from the United Kingdom as Rhodesia, 	Q217169	Rhodesia	1965-11-11	founding	0.77
drop-seed	same dissolution transition; dump carries the canonical date (13 days apart)	title	seed:russia-1991-12-12	Russia	1991-12-12	founding	The Russian SFSR declares independence from the Soviet Union as part of the Belovezha Accords. Moscow remains the capita	Q159	Russia	1991-12-25	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:russian-empire-1721-10-22	Russian Empire	1721-10-22	founding	Peter the Great proclaims the Russian Empire from the Tsardom of Russia.	Q34266	Russian Empire	1721-10-22	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:russian-turkestan-1867-07-11	Russian Turkestan	1867-07-11	founding	The Russian Empire establishes Russian Turkestan for the territories it has conquered in Central Asia.	Q1501849	Russian Turkestan	1867-07-11	founding	0.35
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:saint-louis-1659-01-01	Saint-Louis	1659-01-01	founding	The Kingdom of France establishes the colony of Saint-Louis as the first French settlement in Africa.	Q273779	Saint-Louis	1659-01-01	founding	0.66
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:saint-lucia-1979-02-22	Saint Lucia	1979-02-22	founding	The associated state of Saint Lucia gains independence from the United Kingdom. Castries remains the capital.	Q760	Saint Lucia	1979-02-22	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:saint-martin-2007-02-21	Saint Martin	2007-02-21	event	France detaches the overseas collectivity of The Collectivity of Saint Martin from Guadeloupe. Marigot becomes the capit	Q126125	Saint-Martin	2007-02-21	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:santiago-1541-01-01	Santiago	1541-01-01	founding	Pedro de Valdivia founds Santiago in Chile.	Q2887	Santiago	1541-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:second-french-empire-1852-12-02	Second French Empire	1852-12-02	founding	The Second French Empire supersedes the Second French Republic.	Q71092	Second French Empire	1852-12-02	founding	0.74
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:second-republic-of-venezuela-1813-08-07	Second Republic of Venezuela	1813-08-07	founding	The Second Republic of Venezuela is declared.	Q8950	Second Republic of Venezuela	1813-08-07	founding	0.14
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:senegambia-confederation-1982-02-01	Senegambia Confederation	1982-02-01	founding	Senegal and The Gambia attempt to unite to form the Senegambia Confederation. Dakar becomes the confederation capital, t	Q828443	Senegambia Confederation	1982-02-01	founding	0.37
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:seychelles-1976-06-29	Seychelles	1976-06-29	founding	The Crown Colony of the Seychelles gains independence from the United Kingdom within the Commonwealth of Nations as the 	Q1042	Seychelles	1976-06-29	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:sierra-leone-1971-04-19	Sierra Leone	1971-04-19	event	Sierra Leone changes its name to the Republic of Sierra Leone and severs all ties to the British monarchy as a Commonwea	Q1044	Sierra Leone	1971-04-19	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:singapore-1965-08-09	Singapore	1965-08-09	founding	The Republic of Singapore is expelled from Malaysia and becomes fully independent within the Commonwealth of Nations.	Q334	Singapore	1965-08-09	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:slovenia-1991-06-25	Slovenia	1991-06-25	founding	The Republic of Slovenia secedes from Yugoslavia. Ljubljana remains the capital.	Q215	Slovenia	1991-06-25	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:sokoto-caliphate-1804-01-01	Sokoto Caliphate	1804-01-01	founding	The Sokoto Caliphate is established in West Africa.	Q600524	Sokoto Caliphate	1804-01-01	founding	0.41
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:somali-republic-1960-07-01	Somali Republic	1960-07-01	founding	The Somali Republic is created through the merger of the Trust Territory of Somaliland and the State of Somaliland. Moga	Q7559152	Somali Republic	1960-07-01	founding	0.17
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:south-africa-1910-05-31	South Africa	1910-05-31	founding	The Cape Colony, the Colony of Natal, the Transvaal, and the Orange River Colony unite as the Union of South Africa, est	Q258	South Africa	1910-05-31	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:south-african-republic-1852-01-17	South African Republic	1852-01-17	founding	The South African Republic (Republic of Transvaal) is established. Pretoria is the capital.	Q550374	South African Republic	1852-01-17	founding	0.56
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:south-australia-1836-12-28	South Australia	1836-12-28	founding	The colony of South Australia is separated from the British colony of New South Wales.	Q35715	South Australia	1836-12-28	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:south-sudan-2011-07-09	South Sudan	2011-07-09	founding	Following a referendum in January, Southern Sudan gains independence from Sudan as the Republic of South Sudan. Juba rem	Q958	South Sudan	2011-07-09	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:south-vietnam-1955-10-26	South Vietnam	1955-10-26	event	The State of Vietnam is renamed the Republic of Vietnam (South Vietnam).	Q180573	South Vietnam	1955-10-26	founding	0.97
drop-seed	same founding (11 days apart)	title	seed:sovereign-principality-of-the-united-netherlands-1813-12-02	Sovereign Principality of the United Netherlands	1813-12-02	founding	The Sovereign Principality of the United Netherlands is created from the ruins of the first French Empire. Amsterdam is 	Q774783	Sovereign Principality of the United Netherlands	1813-11-21	founding	0.19
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:sri-lanka-1972-05-22	Sri Lanka	1972-05-22	event	Ceylon changes its name to the Free, Sovereign and Independent Republic of Sri Lanka and severs all ties to the British 	Q854	Sri Lanka	1972-05-22	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:sudan-1956-01-01	Sudan	1956-01-01	founding	The Republic of Sudan gains independence from the United Kingdom. Khartoum is the capital, and Egypt relinquishes its cl	Q1049	Sudan	1956-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:suriname-1954-12-15	Suriname	1954-12-15	event	The Kingdom of the Netherlands makes the Territory of Surinam one of its three constituent countries as Suriname. Parama	Q19901436	Suriname	1954-12-15	founding	0.1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:suriname-1975-11-25	Suriname	1975-11-25	founding	Suriname gains full independence from the Kingdom of the Netherlands as the Republic of Suriname. Paramaribo remains the	Q730	Suriname	1975-11-25	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:taiwan-1945-10-25	Taiwan	1945-10-25	event	The Republic of China takes over Taiwan.	Q32081	Taiwan	1945-10-25	founding	0.41
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:tajikistan-1991-09-09	Tajikistan	1991-09-09	founding	The Republic of Tajikistan secedes from the Soviet Union. Dushanbe remains the capital.	Q863	Tajikistan	1991-09-09	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:tanganyika-1961-12-09	Tanganyika	1961-12-09	founding	Tanganyika gains independence from the United Kingdom. Dar-es-Salaam remains the capital.	Q431731	Tanganyika	1961-12-09	founding	0.68
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:the-bahamas-1973-07-10	The Bahamas	1973-07-10	founding	The Commonwealth of the Bahama Islands gains independence from the United Kingdom as the Commonwealth of The Bahamas. Na	Q778	The Bahamas	1973-07-10	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:thimphu-1955-01-01	Thimphu	1955-01-01	event	The Kingdom of Bhutan moves its capital from Punakha to Thimphu.	Q9270	Thimphu	1955-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:togo-1960-04-27	Togo	1960-04-27	founding	The Togolese Republic (Togo) gains independence from the French Republic. Lome remains the capital.	Q945	Togo	1960-04-27	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:transkei-1976-10-26	Transkei	1976-10-26	founding	The Bantustan Republic of Transkei is declared independent by South Africa. Mthatha becomes the capital. No other countr	Q466551	Transkei	1976-10-26	founding	0.41
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:trinidad-and-tobago-1962-08-31	Trinidad and Tobago	1962-08-31	founding	Trinidad and Tobago gains independence from the United Kingdom as a Commonwealth realm. Port of Spain remains the capita	Q754	Trinidad and Tobago	1962-08-31	founding	1
drop-seed	General Maritime Treaty, Jan 8 (7 days apart)	title	seed:trucial-states-1820-01-01	Trucial States	1820-01-01	founding	The Trucial States emerge as a British protectorate.	Q1852345	Trucial States	1820-01-08	founding	0.35
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:tunisia-1956-03-20	Tunisia	1956-03-20	founding	The Kingdom of Tunisia gains independence from France. Tunis is the capital.	Q948	Tunisia	1956-03-20	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:turkey-1923-10-29	Turkey	1923-10-29	founding	The Republic of Turkey is established following the fall of the Ottoman Empire. Ankara is the capital.	Q43	Turkey	1923-10-29	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:turkmenistan-1991-10-27	Turkmenistan	1991-10-27	founding	The Turkmen Soviet Socialist Republic secedes from the Soviet Union as Turkmenistan. Ashgabat remains the capital.	Q874	Turkmenistan	1991-10-27	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:tuvalu-1978-10-01	Tuvalu	1978-10-01	founding	Tuvalu gains independence from the United Kingdom. Funafuti remains the capital.	Q672	Tuvalu	1978-10-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:ukraine-1991-08-24	Ukraine	1991-08-24	founding	The Ukrainian Soviet Socialist Republic secedes from the Soviet Union as Ukraine. Kiev, renamed Kyiv in 1995, remains th	Q212	Ukraine	1991-08-24	founding	1
drop-seed	same treaty (5 days apart)	title	seed:union-of-arras-1579-01-01	Union of Arras	1579-01-01	treaty	The Union of Arras unifies the southern Netherlands, a foundation for the later states of the Spanish Netherlands, the A	Q700027	Union of Arras	1579-01-06	treaty	0.28
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:united-kingdom-1801-01-01	United Kingdom	1801-01-01	founding	1801: The Kingdom of Great Britain and the Kingdom of Ireland merge to form the United Kingdom.	Q145	United Kingdom	1801-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:united-kingdom-of-portugal-brazil-and-the-algarves-1815-12-16	United Kingdom of Portugal, Brazil and the Algarves	1815-12-16	founding	The United Kingdom of Portugal, Brazil and the Algarves supersedes the Kingdom of Portugal and the Algarves. Rio de Jane	Q903779	United Kingdom of Portugal, Brazil and the Algarves	1815-12-16	founding	0.37
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:vanuatu-1980-07-30	Vanuatu	1980-07-30	founding	The New Hebrides Condominium gains independence from France and the United Kingdom as the Republic of Vanuatu. Vanuatu b	Q686	Vanuatu	1980-07-30	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:vatican-city-1929-02-11	Vatican City	1929-02-11	founding	Vatican City gains independence from the Kingdom of Italy.	Q237	Vatican City	1929-02-11	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:venda-1979-09-13	Venda	1979-09-13	founding	The Bantustan Republic of Venda is declared independent by South Africa. Thohoyandou becomes the capital. No other count	Q848668	Venda	1979-09-13	founding	0.36
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:venezuela-1811-07-05	Venezuela	1811-07-05	founding	Venezuela declares independence from the Monarchy of Spain.	Q717	Venezuela	1811-07-05	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:vietnam-1976-07-02	Vietnam	1976-07-02	founding	The Democratic Republic of Vietnam and the Provisional Revolutionary Government of the Republic of South Vietnam unite t	Q881	Vietnam	1976-07-02	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:west-pakistan-1955-10-14	West Pakistan	1955-10-14	event	The one-unit scheme in Pakistan is passed merging all the provinces and princely states of the then western Pakistan int	Q2342822	West Pakistan	1955-10-14	founding	0.38
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:yemen-1990-05-22	Yemen	1990-05-22	founding	The Republic of Yemen is formed through the unification of the People's Democratic Republic of Yemen and the Yemen Arab 	Q805	Yemen	1990-05-22	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:yugoslavia-1918-12-01	Yugoslavia	1918-12-01	founding	The State of Slovenes, Croats and Serbs and the Kingdom of Serbia unite to form the Kingdom of Serbs, Croats and Slovene	Q36704	Yugoslavia	1918-12-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:zaire-1971-10-27	Zaire	1971-10-27	event	The Democratic Republic of the Congo changes its name to the Republic of Zaire.	Q6500954	Zaire	1971-10-27	founding	0.69
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:zambia-1964-10-24	Zambia	1964-10-24	founding	Northern Rhodesia gains independence from the United Kingdom as the Republic of Zambia. Lusaka remains the capital.	Q953	Zambia	1964-10-24	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	title	seed:zimbabwe-1980-04-18	Zimbabwe	1980-04-18	founding	Southern Rhodesia gains independence within the Commonwealth of Nations from the United Kingdom as the Republic of Zimba	Q954	Zimbabwe	1980-04-18	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:afghanistan-1978-04-30	Afghanistan	1978-04-30	event	Following the Saur Revolution, the Democratic Republic of Afghanistan supersedes the Republic of Afghanistan. Kabul rema	Q476757	Democratic Republic of Afghanistan	1978-04-30	founding	0.57
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:albania-1946-01-11	Albania	1946-01-11	event	The People's Republic of Albania supersedes the Democratic Government of Albania.	Q467864	People's Socialist Republic of Albania	1946-01-11	founding	0.56
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:armenia-1918-05-28	Armenia	1918-05-28	founding	Armenia and the Azerbaijan Democratic Republic dissolve the Transcaucasian Democratic Federative Republic. Yerevan and B	Q139670	First Republic of Armenia	1918-05-28	founding	0.52
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:attu-island-1942-06-07	Attu Island	1942-06-07	conflict	The Japanese occupy Attu Island and Kiska from the United States as Atsuta Jima and Narukami Jima.	Q6158901	Japanese occupation of Attu	1942-06-07	conflict	0.08
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:ayutthaya-1350-01-01	Ayutthaya	1350-01-01	founding	With the foundation of the Ayutthaya Kingdom, its capital is created in Ayutthaya, instead of the former Sukhothai.	Q203370	Phra Nakhon Si Ayutthaya	1350-01-01	founding	0.64
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:banat-1918-11-01	Banat	1918-11-01	founding	The Banat Republic is proclaimed.	Q156513	Banat Republic	1918-11-01	founding	0.32
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:benin-1975-11-30	Benin	1975-11-30	event	The Republic of Dahomey changes its name to the People's Republic of Benin.	Q862701	People's Republic of Benin	1975-11-30	founding	0.36
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:bohemia-and-moravia-1939-03-16	Bohemia and Moravia	1939-03-16	founding	The Protectorate of Bohemia and Moravia is proclaimed as a German protectorate.	Q152750	Protectorate of Bohemia and Moravia	1939-03-16	founding	0.52
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:brest-litovsk-1918-03-03	Brest-Litovsk	1918-03-03	treaty	The Treaty of Brest-Litovsk creates many new states out of the western Russian Empire.	Q122371	Treaty of Brest-Litovsk	1918-03-03	event	0.7
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:british-somaliland-1940-08-19	British Somaliland	1940-08-19	conflict	British Somaliland is taken over by Italian forces and becomes a part of Italian East Africa.	Q1202078	Italian invasion of British Somaliland	1940-08-19	conflict	0.24
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:british-somaliland-protectorate-1884-01-01	British Somaliland Protectorate	1884-01-01	founding	The United Kingdom establishes the British Somaliland Protectorate. Hargeisa is the capital.	Q662653	British Somaliland	1884-01-01	founding	0.43
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:bucharest-1913-08-10	Bucharest	1913-08-10	treaty	Following the First Balkan War, the Treaty of Bucharest is signed: Bulgaria gains Western Thrace, Romania gains Southern	Q500067	Treaty of Bucharest	1913-08-10	event	0.44
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:bulgaria-1946-09-15	Bulgaria	1946-09-15	event	The People's Republic of Bulgaria supersedes the Tsardom of Bulgaria. Sofia is the capital.	Q121932	People's Republic of Bulgaria	1946-09-15	founding	0.56
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:burma-1948-01-04	Burma	1948-01-04	founding	The Union of Burma gains independence from the United Kingdom, becoming a republic outside the British Commonwealth. Ran	Q7233551	Union of Burma (1948–1962)	1948-01-04	founding	0.17
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:calais-1558-01-01	Calais	1558-01-01	conflict	After 200 years, the Kingdom of England loses Calais to France.	Q2701253	Siege of Calais	1558-01-01	conflict	0.15
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:cebu-1565-01-01	Cebu	1565-01-01	founding	Miguel Lopez de Legazpi establishes in Cebu the first Spanish settlement in the Philippines starting a period of Spanish	Q1467	Cebu City	1565-01-01	founding	0.85
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:ceylon-1948-02-04	Ceylon	1948-02-04	founding	The Crown Colony of Ceylon (Sri Lanka) gains independence from the United Kingdom as the Dominion of Ceylon. Colombo rem	Q2670092	Dominion of Ceylon	1948-02-04	founding	0.28
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:chernobyl-1986-04-26	Chernobyl	1986-04-26	event	The 1986 Chernobyl disaster, the worst nuclear disaster in history.	Q486	Chernobyl disaster	1986-04-26	event	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:christmas-island-1942-03-31	Christmas Island	1942-03-31	conflict	The Japanese occupy Christmas Island and the Straits Settlements from the United Kingdom as part of Japanese Malaya.	Q1361210	Battle of Christmas Island	1942-03-31	conflict	0.18
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:congo-leopoldville-1960-06-30	Congo-Leopoldville	1960-06-30	founding	The Belgian Congo gains independence from the Kingdom of Belgium as the Republic of the Congo (Congo-Leopoldville). Leop	Q618399	Republic of the Congo (Léopoldville)	1960-06-30	founding	0.26
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:dahomey-1958-12-04	Dahomey	1958-12-04	event	The French colony of Dahomey joins the French Community.	Q798431	Republic of Dahomey	1958-12-04	founding	0.36
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:duchy-of-austria-1358-01-01	Duchy of Austria	1358-01-01	event	Duke Rudolf IV of Austria has the Privilegium Maius forged, a set of documents which purports to elevate the Duchy of Au	Q699964	Archduchy of Austria	1358-01-01	founding	0.57
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:duchy-of-silesia-1335-01-01	Duchy of Silesia	1335-01-01	event	The Duchy of Silesia becomes part of the Kingdom of Bohemia.	Q691981	Duchies of Silesia	1335-01-01	founding	0.2
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:dutch-cape-colony-1652-01-01	Dutch Cape Colony	1652-01-01	founding	The Dutch East India Company establishes the Dutch Cape Colony.	Q5465	Cape Town	1652-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:east-hebei-1935-11-25	East Hebei	1935-11-25	founding	The East Hebei Autonomous Government is created in China after the invasion of eastern Hebei by the Empire of Japan. Ton	Q707917	East Hebei Autonomous Government	1935-11-25	founding	0.15
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:east-timor-1975-11-28	East Timor	1975-11-28	founding	The Fretilin party unilaterally declares the independence of Portuguese Timor as East Timor. Dili remains the capital. T	Q114415093	Democratic Republic of East Timor	1975-11-28	founding	0.06
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:egypt-1517-01-01	Egypt	1517-01-01	conflict	The Ottoman Empire conquers Egypt from the Mamluks.	Q491507	Egypt eyalet	1517-01-01	event	0.42
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:egypt-1922-02-28	Egypt	1922-02-28	founding	The Kingdom of Egypt gains independence from the United Kingdom. Cairo is the capital.	Q124943	Kingdom of Egypt	1922-02-28	founding	0.48
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:empire-of-greater-japan-1868-01-03	Empire of Greater Japan	1868-01-03	founding	Japan becomes the Empire of Greater Japan. The capital is moved from Kyoto to Edo, which is renamed Tokyo.	Q1322181	Government of Meiji Japan	1868-01-03	founding	0.12
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:empire-of-greater-japan-1868-01-03	Empire of Greater Japan	1868-01-03	founding	Japan becomes the Empire of Greater Japan. The capital is moved from Kyoto to Edo, which is renamed Tokyo.	Q188712	Empire of Japan	1868-01-03	founding	0.97
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:first-french-republic-1792-09-21	First French Republic	1792-09-21	founding	The First French Republic is established, replacing the Kingdom of France. Paris is the capital.	Q58296	French First Republic	1792-09-21	founding	0.71
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:georgia-1918-05-26	Georgia	1918-05-26	founding	The Democratic Republic of Georgia secedes from the Transcaucasian Democratic Federative Republic. Tbilisi is the capita	Q245160	Democratic Republic of Georgia	1918-05-26	founding	0.55
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:german-austria-1918-11-12	German-Austria	1918-11-12	founding	The Republic of German-Austria is proclaimed. Vienna is the capital.	Q268970	Republic of German-Austria	1918-11-12	founding	0.49
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:german-empire-1871-01-01	German Empire	1871-01-01	founding	In the unification of Germany, the German Empire supersedes the North German Confederation after the accession of Bavari	Q1206012	German Reich	1871-01-01	founding	0.51
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:germany-1945-01-01	Germany	1945-01-01	event	After the war, Germany was occupied and divided between the Western powers and the Soviet Union. East Germany and the re	Q2415901	allied-occupied Germany	1945-01-01	event	0.59
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:guam-1944-08-10	Guam	1944-08-10	conflict	Omiya Jima is taken over by the United States from the Empire of Japan and is renamed back to Guam.	Q696900	Battle of Guam	1944-08-10	conflict	0.31
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:hiroshima-1945-08-06	Hiroshima	1945-08-06	conflict	The mushroom cloud of the detonation of Little Boy, the first nuclear attack in history, on 6 August 1945 over Hiroshima	Q488	atomic bombings of Hiroshima and Nagasaki	1945-08-06	event	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:hiroshima-1945-08-06	Hiroshima	1945-08-06	conflict	The mushroom cloud of the detonation of Little Boy, the first nuclear attack in history, on 6 August 1945 over Hiroshima	Q703203	atomic bombing of Hiroshima	1945-08-06	conflict	0.07
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:hong-kong-1941-12-25	Hong Kong	1941-12-25	conflict	The Japanese occupy British Hong Kong as the Hong Kong Occupied Territory.	Q701967	Japanese occupation of Hong Kong	1941-12-25	conflict	0.2
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:hungary-1920-02-29	Hungary	1920-02-29	event	The Kingdom of Hungary supersedes the Hungarian Republic.	Q600018	Kingdom of Hungary	1920-02-29	founding	0.48
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:iceland-1918-12-01	Iceland	1918-12-01	founding	Iceland, a dependent territory of Denmark with home rule, becomes the fully sovereign Kingdom of Iceland in personal uni	Q62567	Kingdom of Iceland	1918-12-01	founding	0.4
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:johnson-south-reef-1988-03-14	Johnson South Reef	1988-03-14	conflict	China conquers Johnson South Reef in the Spratly Islands from Vietnam.	Q175767	Johnson South Reef skirmish	1988-03-14	conflict	0.11
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kabul-2001-11-13	Kabul	2001-11-13	conflict	The capital of the Islamic State of Afghanistan returns to Kabul with the reconquest of the city by the forces of the No	Q5432157	Fall of Kabul	2001-11-13	conflict	0.15
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kabul-2021-08-15	Kabul	2021-08-15	conflict	The Islamic Republic of Afghanistan collapses, while the Islamic Emirate of Afghanistan governed by the Taliban restores	Q108102583	Fall of Kabul	2021-08-15	conflict	0.51
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kashmir-and-jammu-1846-01-01	Kashmir and Jammu	1846-01-01	treaty	The princely state of Kashmir and Jammu, ruled by the Dogra Dynasty, is created after the First Anglo-Sikh War, as per t	Q2571484	Jammu and Kashmir	1846-01-01	founding	0.33
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:khanate-of-crimea-1441-01-01	Khanate of Crimea	1441-01-01	founding	The Khanate of Crimea splits from the Golden Horde.	Q160440	Crimean Khanate	1441-01-01	founding	0.87
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:khanate-of-kazan-1552-01-01	Khanate of Kazan	1552-01-01	conflict	Russia conquers the Khanate of Kazan.	Q2670327	Siege of Kazan	1552-01-01	conflict	0.18
